Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
601–800,University of Kaiserslautern,Germany,"9,131",31.1,22%,35 : 65,32.0–37.9,34.9,25.7,33.9,70.8,55.3
601–800,Kansai Medical University,Japan,958,1.2,2%,46:54:00,32.0–37.9,25.4,8.9,80.2,36.1,17.6
601–800,University of Kashan,Iran,"8,556",27.9,3%,53:47:00,32.0–37.9,23.5,19.4,74.7,36.7,20.7
601–800,Kashan University of Medical Sciences and Health Services,Iran,"3,148",13.3,3%,57:43:00,32.0–37.9,25,13.3,73.4,35.3,22.4
601–800,Universiti Kebangsaan Malaysia,Malaysia,"17,165",10.3,16%,57:43:00,32.0–37.9,38.1,22.2,44.6,38.3,64.3
601–800,Keio University,Japan,"34,319",10.1,9%,37 : 63,32.0–37.9,32.9,25,41.6,45,34.7
601–800,Kerman University of Medical Sciences,Iran,"5,202",3.6,2%,63:37:00,32.0–37.9,25.6,10.1,62.8,41.7,18.6
601–800,Kobe University,Japan,"15,642",10.4,7%,36 : 64,32.0–37.9,32.9,23.1,41.8,46,30.9
601–800,Konkuk University,South Korea,"13,316",24.5,17%,49:51:00,32.0–37.9,32.8,37.8,31.1,47.2,50.8
601–800,University of Kurdistan,Iran,"11,853",33.7,4%,53:47:00,32.0–37.9,15.1,14.8,76.7,38.9,26.8
601–800,Kyungpook National University,South Korea,"19,332",19.9,12%,44:56:00,32.0–37.9,28.9,33.8,27,86.5,41.7
601–800,University of La Laguna,Spain,"18,316",12.7,4%,58:42:00,32.0–37.9,17.8,13,64.7,36.4,48
601–800,University of Latvia,Latvia,"12,054",34.2,7%,70:30:00,32.0–37.9,19.7,27.1,50.3,45.9,53.7
601–800,Lehigh University,United States,"6,400",10.7,19%,45:55:00,32.0–37.9,28.8,21.3,53.4,38,65
601–800,University of Limerick,Ireland,"14,951",24.7,16%,50:50:00,32.0–37.9,22.9,26.9,52.8,38.4,80
601–800,Lithuanian University of Health Sciences,Lithuania,"6,720",9.2,17%,76:24:00,32.0–37.9,19.9,9.1,75,35.1,53.2
601–800,University of Lorraine,France,"60,673",19.4,17%,52:48:00,32.0–37.9,20.6,14.8,57.5,38.1,66.3
601–800,Louisiana State University,United States,"28,656",19.9,6%,53:47:00,32.0–37.9,32.6,23.3,49.4,36.1,39
601–800,Lviv Polytechnic National University,Ukraine,"21,334",10,1%,41:59:00,32.0–37.9,20,10.1,69.6,35.8,24.5
601–800,Mae Fah Luang University,Thailand,"14,136",21.7,5%,73:27:00,32.0–37.9,15,12,63.3,36,53
601–800,Mahatma Gandhi University,India,"1,643",15.4,1%,68:32:00,32.0–37.9,42,28.9,35.1,57,20.8
601–800,Mahidol University,Thailand,"29,160",9.5,5%,64:36:00,32.0–37.9,33.5,22.4,42.8,76.1,46.1
601–800,Makerere University,Uganda,"32,113",22,3%,44:56:00,32.0–37.9,18.4,22.3,48,52.3,57.2
601–800,University of Malakand,Pakistan,"7,256",24.5,1%,24 : 76,32.0–37.9,16.1,10.7,67,35.4,40.3
601–800,Manchester Metropolitan University,United Kingdom,"28,520",14.7,18%,59:41:00,32.0–37.9,19,16.2,64.1,35.3,70.3
601–800,Marche Polytechnic University,Italy,"10,398",19.4,5%,46:54:00,32.0–37.9,20.8,21.4,67.7,43.8,32.8
601–800,"University of Maryland, Baltimore County",United States,"11,663",17.1,9%,45:55:00,32.0–37.9,23.5,23.8,61.2,35.7,38.3
601–800,Mashhad University of Medical Sciences,Iran,"9,013",9.5,4%,58:42:00,32.0–37.9,31,13.1,60.1,34.8,23.7
601–800,Massey University,New Zealand,"18,701",16.9,32%,63:37:00,32.0–37.9,23.3,23.9,39.9,41.8,93.1
601–800,Memorial University of Newfoundland,Canada,"15,698",14.6,22%,55:45:00,32.0–37.9,23,20.6,46.4,59.6,80.7
601–800,Middle East Technical University,Turkey,"18,346",23.9,9%,52:48:00,32.0–37.9,32.9,32.5,32.9,99.8,41.1
601–800,University of Missouri-St Louis,United States,"6,639",15.7,5%,58:42:00,32.0–37.9,29.6,18.9,53.5,44.9,39.9
601–800,Montana State University,United States,"14,153",17.6,3%,47:53:00,32.0–37.9,20.5,18.3,66.2,43.9,28.3
601–800,Monterrey Institute of Technology,Mexico,"15,897",15.3,10%,43:57:00,32.0–37.9,20.8,19.1,46.8,66.5,59.6
601–800,Moscow State University of Civil Engineering,Russian Federation,"9,229",8.3,10%,n/a,32.0–37.9,19.9,9.6,71.3,52.2,23.6
601–800,Nanjing Medical University,China,"20,278",8.7,4%,n/a,32.0–37.9,38.1,27.8,40.4,36.3,20.6
601–800,Nantes Université,France,"36,227",23.8,11%,56:44:00,32.0–37.9,25.5,22.6,55.1,41,52.5
601–800,National Cheng Kung University (NCKU),Taiwan,"19,932",15,13%,37 : 63,32.0–37.9,36.5,42.3,25.2,100,39.1
601–800,National Institute of Applied Sciences of Lyon (INSA Lyon),France,"6,344",20.2,28%,35 : 65,32.0–37.9,29.1,22.5,30.8,84.8,71
601–800,National University of Science and Technology (MISiS),Russian Federation,"7,207",10.9,27%,40 : 60,32.0–37.9,27.7,19.2,39.6,87.6,67.9
601–800,National Taiwan Normal University,Taiwan,"10,455",12,23%,n/a,32.0–37.9,32.2,36.4,29.3,85.2,54.4
601–800,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,"8,815",18.5,19%,30 : 70,32.0–37.9,28.6,38.4,36.9,64.8,50.3
601–800,University of Neuchâtel,Switzerland,"4,099",11.1,20%,60:40:00,32.0–37.9,26.2,23.9,46.7,37.7,88.1
601–800,University of New Brunswick UNB,Canada,"8,628",14.3,13%,50:50:00,32.0–37.9,21.3,21,46.5,50.1,71.6
601–800,University of Nicosia,Cyprus,"4,662",11.8,53%,52:48:00,32.0–37.9,19.1,15.2,58.5,35.7,94.7
601–800,Nippon Medical School,Japan,869,0.9,1%,36 : 64,32.0–37.9,26.8,9.9,64.7,35.1,18.2
601–800,Northern Illinois University,United States,"14,266",15.5,6%,51:49:00,32.0–37.9,27,16.2,50,35.6,48.1
601–800,Norwegian University of Life Sciences,Norway,"6,185",7,19%,56:44:00,32.0–37.9,25.9,10.9,62.5,40.5,78.8
601–800,Ohio University (Main campus),United States,"23,940",21.7,4%,56:44:00,32.0–37.9,30.4,18.7,48.8,36.7,31.2
601–800,Ontario Tech University,Canada,"8,924",29,7%,44:56:00,32.0–37.9,18.6,25.7,51.4,37.4,60.8
601–800,The Open University,United Kingdom,"63,445",31.8,8%,64:36:00,32.0–37.9,18,15.8,62.8,35.1,57.8
601–800,Open University of Catalonia,Spain,"27,406",87.9,6%,56:44:00,32.0–37.9,20.5,16.3,70.9,35.7,46.6
601–800,Oran 1 University,Algeria,"26,452",19.6,1%,72:28:00,32.0–37.9,30.2,8.8,56.6,35.3,39.5
601–800,Oxford Brookes University,United Kingdom,"13,115",14.8,25%,60:40:00,32.0–37.9,26.1,23.7,49.3,35.3,81
601–800,University of Palermo,Italy,"31,324",21.6,1%,57:43:00,32.0–37.9,17.3,20.1,60.1,35.5,31.4
601–800,Panjab University,India,"16,047",15,1%,50:50:00,32.0–37.9,32.9,14.8,52.6,35.4,16.5
601–800,Panthéon-Sorbonne University – Paris 1,France,"34,721",28,21%,61:39:00,32.0–37.9,43,37.5,14.6,35,62.5
601–800,University of Parma,Italy,"27,015",31.1,6%,57:43:00,32.0–37.9,18.7,21.6,69.8,40.9,37.7
601–800,Parthenope University of Naples,Italy,"11,140",32.2,2%,43:57:00,32.0–37.9,20.6,19,69.1,36.7,26.9
601–800,Universidad Peruana Cayetano Heredia,Peru,"7,638",8.7,1%,67:33:00,32.0–37.9,19.4,10.2,78.3,35.7,47.5
601–800,University of Peshawar,Pakistan,"6,064",9.3,0%,35 : 65,32.0–37.9,28.4,10.9,57.2,34.8,38.8
601–800,University of the Philippines,Philippines,"44,310",9.8,1%,57:43:00,32.0–37.9,22.6,17.5,74.3,41.7,33.1
601–800,Universitat Politècnica de Catalunya,Spain,"23,211",10.5,13%,26 : 74,32.0–37.9,24.7,17.4,48.1,42.6,57.7
601–800,Polytechnic University of Turin,Italy,"29,711",30.7,16%,38 : 62,32.0–37.9,24.7,27.2,56.5,52.7,51.2
601–800,University of Pretoria,South Africa,"36,337",22.4,7%,58:42:00,32.0–37.9,25.9,29,35.8,42.4,54.9
601–800,Prince Sattam Bin Abdulaziz University,Saudi Arabia,"26,682",11.9,2%,59:41:00,32.0–37.9,17.3,10.5,62.7,35.4,73.2
601–800,Universiti Putra Malaysia,Malaysia,"19,674",11.9,25%,64:36:00,32.0–37.9,33.8,27.2,29.6,64.9,77.3
601–800,Université du Québec,Canada,"52,387",18.9,13%,57:43:00,32.0–37.9,25.5,26.9,35.5,42.5,72.5
601–800,University of Regensburg,Germany,"21,376",9.8,8%,60:40:00,32.0–37.9,27.8,15.1,65,35.1,55.2
601–800,University of Regina,Canada,"13,324",23.9,24%,60:40:00,32.0–37.9,18.5,17.8,61,37.1,67.1
601–800,Renmin University of China,China,"27,810",13.7,6%,n/a,32.0–37.9,34.5,21.9,50.5,40.6,40.3
601–800,University of Rhode Island,United States,"16,615",15.2,3%,57:43:00,32.0–37.9,23.3,17.4,66.2,34.9,43
601–800,University of Rome III,Italy,"32,067",47.1,5%,60:40:00,32.0–37.9,23.6,22.4,48,40.8,41.5
601–800,Roskilde University,Denmark,"6,409",16.9,16%,64:36:00,32.0–37.9,20.3,31.6,38.9,41.5,59.5
601–800,Rovira i Virgili University,Spain,"12,744",12.5,13%,60:40:00,32.0–37.9,21.1,21.4,62.1,38.3,54.9
601–800,RUDN University,Russian Federation,"21,203",13.3,34%,58:42:00,32.0–37.9,37.6,19.2,33,40.4,62.8
601–800,Sahand University of Technology,Iran,"5,331",28.8,0%,38 : 62,32.0–37.9,29.3,15.3,56,52.4,16.8
601–800,Universiti Sains Malaysia,Malaysia,"21,550",10.6,15%,63:37:00,32.0–37.9,33.5,23.9,39.9,45.2,57.3
601–800,Saint Petersburg State University,Russian Federation,"22,751",7.9,16%,62:38:00,32.0–37.9,43.7,34.1,16.4,40.1,43.4
601–800,San Diego State University,United States,"31,221",28.1,8%,56:44:00,32.0–37.9,24.4,11.2,69.5,35.4,34.6
601–800,Saveetha Institute of Medical and Technical Sciences,India,"11,080",6.9,1%,41:59:00,32.0–37.9,21,9,86.9,35.7,26.2
601–800,Shahid Beheshti University of Medical Sciences,Iran,"12,340",8.3,3%,58:42:00,32.0–37.9,41.5,15.1,41.5,50.9,20
601–800,Shanghai University,China,"37,347",14.3,6%,50:50:00,32.0–37.9,24.1,29.1,39.5,73.6,34
601–800,Shiraz University of Technology,Iran,"1,561",15.5,0%,37 : 63,32.0–37.9,24.6,22.5,68.7,40.5,25.9
601–800,University of Siegen,Germany,"12,590",26.9,13%,54:46:00,32.0–37.9,23.3,24,44.5,39.7,53.6
601–800,University of Siena,Italy,"12,772",17.5,8%,62:38:00,32.0–37.9,21.6,23.5,62.8,39.3,43.6
601–800,"Soochow University, China",China,"46,800",16.2,7%,56:44:00,32.0–37.9,23.3,22.3,68.3,61.9,28.3
601–800,Southern Cross University,Australia,"11,141",32.2,31%,61:39:00,32.0–37.9,19.7,23,57,44.4,71.4
601–800,Stevens Institute of Technology,United States,"6,265",16.8,34%,29 : 71,32.0–37.9,22.5,18.2,62.3,37.4,72.6
601–800,University of the Sunshine Coast,Australia,"10,427",30.3,18%,68:32:00,32.0–37.9,22.2,27.1,48.3,43.2,71.9
601–800,SUNY Binghamton University,United States,"18,442",22.9,12%,50:50:00,32.0–37.9,24.6,21.2,59.6,38.5,38.1
601–800,University of Tabriz,Iran,"19,598",25.4,4%,52:48:00,32.0–37.9,28.5,21.3,61.4,40.6,30.3
601–800,Tabriz University of Medical Sciences,Iran,"8,684",9.9,2%,56:44:00,32.0–37.9,43,13.3,55.6,34.9,21.5
601–800,Tallinn University of Technology,Estonia,"9,162",13.1,16%,42:58:00,32.0–37.9,20.4,19.7,48.2,51.7,72.7
601–800,Tehran University of Medical Sciences,Iran,"11,543",6.4,8%,58:42:00,32.0–37.9,48.5,17.7,48,42.1,27.2
601–800,Universiti Teknologi Malaysia,Malaysia,"19,192",11.5,18%,46:54:00,32.0–37.9,31.3,22.9,39.4,47.5,62.6
601–800,University of Texas at Arlington,United States,"33,391",27.6,12%,60:40:00,32.0–37.9,21.6,18.9,54.7,41.6,44.5
601–800,The University of Texas at San Antonio,United States,"27,066",25.2,3%,51:49:00,32.0–37.9,19.8,20.1,70.3,37.1,38.9
601–800,Texas Tech University,United States,"34,018",19.2,8%,47:53:00,32.0–37.9,27.9,19.1,48,36.1,52.8
601–800,Tokyo Metropolitan University,Japan,"8,911",10.6,5%,39 : 61,32.0–37.9,24.4,14.5,59.4,39.3,27.8
601–800,University of Toledo,United States,"18,217",14.9,10%,51:49:00,32.0–37.9,32.2,14,48.2,40.5,47
601–800,Tomsk State University,Russian Federation,"7,724",11.7,36%,n/a,32.0–37.9,40.4,34.9,21.9,59.4,73.6
601–800,TU Braunschweig,Germany,"19,960",10,15%,39 : 61,32.0–37.9,25.9,17.8,56.2,44.7,56.5
601–800,University of Udine,Italy,"11,879",17.7,6%,54:46:00,32.0–37.9,22.3,17.3,69,39.4,39.8
601–800,University of Ulsan,South Korea,"12,872",11.6,5%,47:53:00,32.0–37.9,22.5,26,64.7,72.9,24.4
601–800,Ulster University,United Kingdom,"17,415",18,9%,57:43:00,32.0–37.9,24.5,19.6,47.5,37.1,77.7
601–800,Umm Al-Qura University,Saudi Arabia,"30,043",8.3,10%,33 : 67,32.0–37.9,32.7,13.4,36,59.3,81.6
601–800,Universiti Utara Malaysia,Malaysia,"12,463",11.4,30%,71:29:00,32.0–37.9,30.6,24.3,42.4,38.2,70.2
601–800,University of Warsaw,Poland,"37,541",12.1,10%,64:36:00,32.0–37.9,29.5,27.3,44.1,35.9,44.1
601–800,Wenzhou University,China,"16,820",14.5,4%,58:42:00,32.0–37.9,16.3,10.5,75.7,38.5,24.5
601–800,Wenzhou Medical University,China,"17,300",10.9,6%,59:41:00,32.0–37.9,17.7,13.6,76,36.7,28.7
601–800,University of the Western Cape,South Africa,"23,498",34.8,5%,62:38:00,32.0–37.9,20.6,24.1,63,34.8,62.8
601–800,University of Windsor,Canada,"13,853",31.1,28%,n/a,32.0–37.9,34.2,28.1,33.2,48.5,87.3
601–800,University of Wisconsin-Milwaukee,United States,"19,860",19.1,5%,54:46:00,32.0–37.9,22.5,22,59.7,36.9,33.7
601–800,Worcester Polytechnic Institute,United States,"5,982",12.9,19%,37 : 63,32.0–37.9,24.4,19.3,50.1,37,52.6
601–800,University of Wuppertal,Germany,"15,834",40.4,11%,54:46:00,32.0–37.9,26.8,23.1,50.8,48.1,47.6
601–800,University of Wyoming,United States,"10,787",14.7,6%,50:50:00,32.0–37.9,30.4,13.4,54.3,36.9,35.8
601–800,Xi’an Jiaotong-Liverpool University,China,"12,566",19.6,7%,53:47:00,32.0–37.9,16.8,14.4,71.8,36.1,75.8
601–800,Zayed University,United Arab Emirates,"7,844",14.9,2%,89:11:00,32.0–37.9,17.6,16.1,64.9,35.9,74
801–1000,University of the Aegean,Greece,"19,954",60.7,1%,56:44:00,27.2–31.9,18.1,19.9,49.5,53.4,37.5
801–1000,"University of Agriculture, Faisalabad",Pakistan,"26,990",38.8,0%,44:56:00,27.2–31.9,19.1,16.1,44.9,48.9,42.8
801–1000,Al-Balqa Applied University,Jordan,"29,814",30.6,6%,59:41:00,27.2–31.9,13.3,11.4,58.2,44.2,48.1
801–1000,University of Algarve,Portugal,"8,264",13.7,21%,57:43:00,27.2–31.9,17.4,16.1,40.3,36.1,68.1
801–1000,Aligarh Muslim University,India,"22,215",13.8,2%,36 : 64,27.2–31.9,30.2,12.6,47.4,39.3,25.3
801–1000,Amedeo Avogadro University of Eastern Piedmont,Italy,"13,677",36.9,7%,62:38:00,27.2–31.9,13.5,21.1,57.4,34.9,40.8
801–1000,American University in Cairo,Egypt,"5,904",14,5%,56:44:00,27.2–31.9,25,29.5,22.5,36,63.4
801–1000,American University of Sharjah,United Arab Emirates,"4,476",11.7,77%,53:47:00,27.2–31.9,21,18.8,35.9,35.5,93.8
801–1000,Amrita Vishwa Vidyapeetham,India,"14,994",11.4,10%,n/a,27.2–31.9,25.2,17.3,43.5,58.8,40.5
801–1000,"University of the Andes, Colombia",Colombia,"15,280",12.6,2%,45:55:00,27.2–31.9,21.6,17.1,39.2,39.3,55.5
801–1000,Anna University,India,"14,966",17.2,1%,45:55:00,27.2–31.9,21.9,27.2,39.5,44.6,15.4
801–1000,Arts et Métiers,France,"6,018",16,17%,0.847916667,27.2–31.9,26.3,16.8,25.7,65.3,66.2
801–1000,Athens University of Economics and Business,Greece,"9,180",47.6,5%,45:55:00,27.2–31.9,19.7,23.8,45.2,38.5,47.9
801–1000,University of Aveiro,Portugal,"12,068",14.8,10%,53:47:00,27.2–31.9,23.3,23.8,42.4,37.5,50
801–1000,Bahçeşehir University,Turkey,"17,859",46.3,17%,52:48:00,27.2–31.9,19.3,18.6,45,51.6,47.1
801–1000,University of the Basque Country,Spain,"42,869",15.1,5%,54:46:00,27.2–31.9,20.7,20.2,50.2,37.8,44.6
801–1000,Bauman Moscow State Technical University,Russian Federation,"18,011",6.5,13%,34 : 66,27.2–31.9,40.7,18,26.6,78,43.4
801–1000,Baylor University,United States,"18,242",15.6,7%,59:41:00,27.2–31.9,32.4,18.1,42.4,35.3,34.6
801–1000,University of Bedfordshire,United Kingdom,"10,425",21.9,48%,61:39:00,27.2–31.9,18.4,14.9,39.6,35.2,79.2
801–1000,University of Belgrade,Serbia,"94,316",19.1,5%,62:38:00,27.2–31.9,20.1,27.5,40.8,40.9,41.7
801–1000,Ben-Gurion University of the Negev,Israel,"16,252",20.2,2%,52:48:00,27.2–31.9,28.1,32.1,31.9,50,37.3
801–1000,Benha University,Egypt,"115,000",22.2,4%,39 : 61,27.2–31.9,15.5,7.9,54.6,35.4,43.7
801–1000,Beni-Suef University,Egypt,"80,402",29,1%,47:53:00,27.2–31.9,14.9,8.1,68.9,34.8,44.6
801–1000,Bharathiar University,India,"3,698",14.6,0%,67:33:00,27.2–31.9,37.1,14.3,33.7,34.9,22.5
801–1000,"Birla Institute of Technology and Science, Pilani",India,"14,849",17.5,2%,0.847916667,27.2–31.9,20,11.1,53.6,36,18.8
801–1000,Boğaziçi University,Turkey,"13,108",23.6,3%,46:54:00,27.2–31.9,24.3,24.2,34.7,60.8,39.1
801–1000,Carlos III University of Madrid,Spain,"17,820",11.1,16%,45:55:00,27.2–31.9,25.3,18.6,28.4,40.5,62.3
801–1000,University of Central Lancashire,United Kingdom,"17,645",13.4,20%,59:41:00,27.2–31.9,18.7,13.6,45.4,35.2,68.1
801–1000,Central Queensland University,Australia,"16,886",21.1,37%,53:47:00,27.2–31.9,17.1,15.4,52,37.9,63.1
801–1000,Chang Gung University,Taiwan,"7,232",12.4,6%,49:51:00,27.2–31.9,23,28.5,30.8,81.4,27.8
801–1000,Chapman University,United States,"9,060",12.7,7%,61:39:00,27.2–31.9,38.1,12.9,38.7,35.1,41.3
801–1000,Charles Sturt University,Australia,"23,264",23.1,27%,57:43:00,27.2–31.9,16.9,16.9,41.7,35.5,70.3
801–1000,University of Chile,Chile,"37,264",15.4,5%,49:51:00,27.2–31.9,23.8,18.1,36.7,40.3,50.4
801–1000,"China University of Geosciences, Beijing",China,"16,408",14.7,1%,36 : 64,27.2–31.9,27,17.7,37.2,46.7,25.1
801–1000,"China University of Geosciences, Wuhan",China,"29,999",16,4%,n/a,27.2–31.9,21.3,17.3,55.3,51.1,29
801–1000,China University of Mining and Technology,China,"49,032",19,2%,34 : 66,27.2–31.9,20.5,16.4,48.5,60.6,19.5
801–1000,"China University of Petroleum, Beijing",China,"16,139",16.5,6%,n/a,27.2–31.9,25.1,22.9,36.3,99.2,24.3
801–1000,Chulalongkorn University,Thailand,"34,719",11.1,3%,59:41:00,27.2–31.9,32.8,20.6,30.9,63.7,37.9
801–1000,Clarkson University,United States,"4,466",15.7,10%,35 : 65,27.2–31.9,27.6,17.3,43,39.6,50.8
801–1000,Clemson University,United States,"22,785",16,7%,48:52:00,27.2–31.9,26.5,21.5,41.2,39.9,42.2
801–1000,University of Clermont Auvergne,France,"35,613",20.5,14%,56:44:00,27.2–31.9,21.4,15.2,51.4,36.4,59.8
801–1000,University of Colombo,Sri Lanka,"30,227",31.1,0%,65:35:00,27.2–31.9,27.6,9.3,52.3,34.9,37.6
801–1000,COMSATS University Islamabad,Pakistan,"35,851",14.2,1%,32 : 68,27.2–31.9,16.8,10.3,61.3,34.9,46.1
801–1000,University of Córdoba,Spain,"17,605",14.6,9%,57:43:00,27.2–31.9,20,17.5,51.4,37.4,46.3
801–1000,Creighton University,United States,"8,749",13.5,4%,59:41:00,27.2–31.9,40.5,13.6,34.1,36.1,25.5
801–1000,University of Debrecen,Hungary,"28,593",16.8,22%,55:45:00,27.2–31.9,34.3,14,32.3,40.6,61.1
801–1000,University of Delhi,India,"25,543",23.4,1%,47:53:00,27.2–31.9,37.6,22.4,34.7,34.8,17.8
801–1000,University of Dhaka,Bangladesh,"207,118",16.5,3%,48:52:00,27.2–31.9,16.3,8.4,61.8,35.2,42.6
801–1000,Donghua University,China,"22,434",14.4,6%,45:55:00,27.2–31.9,20.6,18.7,49.6,67.2,32.5
801–1000,East China University of Science and Technology,China,"27,720",16.5,2%,38 : 62,27.2–31.9,22.7,20.7,38.1,56.9,20
801–1000,University of East London,United Kingdom,"10,770",19.4,36%,62:38:00,27.2–31.9,23.5,15.1,32.3,35,80.9
801–1000,École Centrale de Lyon,France,"2,088",15.2,24%,25 : 75,27.2–31.9,27.8,23.4,21.2,60.5,69.3
801–1000,Edge Hill University,United Kingdom,"11,150",14.6,6%,69:31:00,27.2–31.9,16.6,12.7,60.8,34.8,45.6
801–1000,Estonian University of Life Sciences,Estonia,"2,285",6.5,13%,56:44:00,27.2–31.9,22,9.8,51.3,38,66.9
801–1000,European University of Madrid,Spain,"10,576",10.6,32%,49:51:00,27.2–31.9,18.7,9.7,56.2,35,59.8
801–1000,Universidade Federal de Santa Catarina,Brazil,"38,086",15.6,3%,51:49:00,27.2–31.9,28.1,13.8,47.1,44.4,30.9
801–1000,Universidade Federal de São Paulo (UNIFESP),Brazil,"18,588",9.9,1%,59:41:00,27.2–31.9,27.4,17.7,46.5,35.3,29.2
801–1000,Florida Agricultural and Mechanical University,United States,"9,667",18.1,1%,66:34:00,27.2–31.9,34.9,12.6,33.2,35.4,31.6
801–1000,Florida Atlantic University,United States,"25,416",19.2,9%,58:42:00,27.2–31.9,20.1,18.5,43.7,40.4,46.5
801–1000,Florida Institute of Technology,United States,"5,400",15.6,30%,35 : 65,27.2–31.9,28.1,16.6,32.9,39.4,54.9
801–1000,University of Foggia,Italy,"10,702",32.6,1%,63:37:00,27.2–31.9,16.9,20.9,53.7,38,25.7
801–1000,University of Fortaleza (UNIFOR),Brazil,"20,775",17.5,0%,54:46:00,27.2–31.9,16.7,8.4,65.2,34.8,35.6
801–1000,Fujita Health University,Japan,"3,112",3.2,1%,56:44:00,27.2–31.9,24.6,10.9,59.2,37.1,22.5
801–1000,Fuzhou University,China,"37,509",15.8,1%,40 : 60,27.2–31.9,17.6,13.1,55,58.5,28.8
801–1000,Hiroshima University,Japan,"15,048",8.7,12%,38 : 62,27.2–31.9,31.1,21.8,30.4,49.5,40
801–1000,Reichman University,Israel,"7,601",14.9,26%,51:49:00,27.2–31.9,15.8,9.4,57,34.8,65.6
801–1000,Imam Abdulrahman Bin Faisal University,Saudi Arabia,"24,510",8.2,3%,76:24:00,27.2–31.9,21.2,8.9,45,35.1,70.2
801–1000,"Indian Institute of Science Education and Research, Pune",India,"1,440",10.7,0%,31 : 69,27.2–31.9,38.7,15.7,34,36.5,24.3
801–1000,Indian Institute of Science Education and Research Kolkata,India,"1,477",12.5,0%,26 : 74,27.2–31.9,26.2,13.2,56.3,38.8,19.6
801–1000,Indian Institute of Technology Patna,India,"1,810",14.4,0%,0.806944444,27.2–31.9,23.6,18.1,47.5,35.1,16.9
801–1000,University of Indonesia,Indonesia,"39,418",9.6,12%,65:35:00,27.2–31.9,38.6,20.7,14.5,80.7,52.9
801–1000,Universitat Internacional de Catalunya,Spain,"4,881",12.6,35%,62:38:00,27.2–31.9,18.1,13.7,54.6,39.7,63.6
801–1000,University of Ioannina,Greece,"23,134",35.9,4%,52:48:00,27.2–31.9,15.6,15.1,60,37.7,44.2
