Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook
601–800,University of North Carolina at Charlotte,United States,"26,819",20.6,6%,49:51:00,37.0–41.8,23.2,22.1,74.4,58.7,37
601–800,"Northeastern University, China",China,"39,996",13.2,3%,n/a,37.0–41.8,31.5,28.1,57.8,73.7,46.7
601–800,Northern Illinois University,United States,"13,248",14.3,6%,54:46:00,37.0–41.8,26.3,15.9,60,60.4,62.8
601–800,North-West University,South Africa,"39,684",25.5,3%,61:39:00,37.0–41.8,22.7,18.7,64.3,48,56.6
601–800,Norwegian University of Life Sciences,Norway,"7,275",8.2,12%,61:39:00,37.0–41.8,32.1,14.7,64,36.5,70.8
601–800,Novosibirsk State University,Russian Federation,"7,264",6.6,20%,n/a,37.0–41.8,42.2,36.6,31.6,40.7,51.9
601–800,Ohio University (Main campus),United States,"20,948",19.9,4%,58:42:00,37.0–41.8,30.6,20.1,61.2,54.7,37.2
601–800,Oklahoma State University,United States,"21,239",14.1,5%,52:48:00,37.0–41.8,34.1,20.9,60.8,65.8,56
601–800,Old Dominion University,United States,"18,725",18.2,2%,57:43:00,37.0–41.8,26.1,20.4,61.2,64,38.1
601–800,Ontario Tech University,Canada,"9,449",30.1,8%,43:57:00,37.0–41.8,18.8,25,63.5,51.9,63.2
601–800,The Open University,United Kingdom,"81,570",33.5,8%,65:35:00,37.0–41.8,17.7,16.1,68.7,52.6,63.6
601–800,Open University of Catalonia,Spain,"33,296",96.5,6%,56:44:00,37.0–41.8,18.4,18.2,75.9,29.7,51
601–800,Örebro University,Sweden,"10,132",15.6,5%,62:38:00,37.0–41.8,20.1,22.5,77.9,43.8,54.6
601–800,Otto von Guericke University of Magdeburg,Germany,"13,562",11.2,26%,42:58:00,37.0–41.8,33.4,18,54.4,51.4,74.5
601–800,Oxford Brookes University,United Kingdom,"13,860",14,25%,58:42:00,37.0–41.8,25.1,21.1,62.5,29.1,87.9
601–800,University of Palermo,Italy,"33,972",22,1%,59:41:00,37.0–41.8,18.9,22.5,69.8,47.2,34.8
601–800,Panjab University,India,"19,695",18.6,1%,51:49:00,37.0–41.8,32.6,16.2,67.9,39.2,23.5
601–800,University of Parma,Italy,"29,840",33.4,6%,58:42:00,37.0–41.8,19.4,22.6,72.2,65.9,38.7
601–800,Parthenope University of Naples,Italy,"11,126",32.4,1%,42:58:00,37.0–41.8,18.5,22.6,78.2,25.6,32.2
601–800,Universiti Pendidikan Sultan Idris,Malaysia,"5,920",9.8,20%,57:43:00,37.0–41.8,35.3,25.2,38.8,62.3,70.8
601–800,Universitat Politècnica de Catalunya,Spain,"23,272",9.8,13%,28 : 72,37.0–41.8,31.2,21,57.3,69.7,61.4
601–800,Polytechnic University of Valencia,Spain,"26,967",14.5,14%,41:59:00,37.0–41.8,30,25,55.4,83.2,57.6
601–800,Prince Sattam Bin Abdulaziz University,Saudi Arabia,"26,740",11.9,2%,61:39:00,37.0–41.8,21.3,12,80.8,23.5,75.8
601–800,Princess Nourah bint Abdulrahman University,Saudi Arabia,"22,552",12.1,17%,100:00:00,37.0–41.8,26.7,16.3,66.1,28.3,91.7
601–800,Qazvin University of Medical Sciences,Iran,480,1.6,2%,56:44:00,37.0–41.8,38.7,11.6,71.9,18.7,26.5
601–800,Qingdao University,China,"42,668",15.1,1%,53:47:00,37.0–41.8,17.8,18.4,84.1,40,24.4
601–800,Universitat Ramon Llull,Spain,"15,125",22.6,20%,51:49:00,37.0–41.8,20.7,18.2,70.3,32.1,72.6
601–800,Reykjavík University,Iceland,"2,940",24.2,10%,47:53:00,37.0–41.8,15.6,24,76.1,28.7,64.4
601–800,University of Rhode Island,United States,"15,886",14.5,3%,57:43:00,37.0–41.8,26.3,20.5,57.4,50,53.7
601–800,University of Rome III,Italy,"33,611",46.5,5%,60:40:00,37.0–41.8,23.1,25.3,58.3,49.5,45.4
601–800,Roskilde University,Denmark,"6,050",15.8,15%,65:35:00,37.0–41.8,21.9,33.4,55.5,76.1,54.6
601–800,RUDN University,Russian Federation,"22,866",15.6,32%,59:41:00,37.0–41.8,39.1,23,46.1,21,70.4
601–800,Saint-Petersburg Mining University,Russian Federation,"8,345",13.4,12%,41:59:00,37.0–41.8,29.7,16.9,69.3,50.4,43.1
601–800,University of Salento,Italy,"14,304",24.7,2%,62:38:00,37.0–41.8,30.1,21.8,64.5,52.2,34.5
601–800,University of Sannio,Italy,"2,751",13.4,1%,49:51:00,37.0–41.8,23.6,20.5,63.6,71.1,29.3
601–800,University of Santiago de Compostela,Spain,"24,872",14.6,6%,65:35:00,37.0–41.8,29.7,21.1,58.7,69.6,46.6
601–800,University of Sassari,Italy,"15,207",38.1,2%,63:37:00,37.0–41.8,31.1,24.7,66.3,45.7,41.9
601–800,Saveetha Institute of Medical and Technical Sciences,India,"11,919",7.1,1%,46:54:00,37.0–41.8,31.7,10.2,77.8,17.3,58.9
601–800,Shahid Beheshti University of Medical Sciences,Iran,"12,057",8,4%,55:45:00,37.0–41.8,45.1,22.9,49.9,63.5,27.1
601–800,University of Siegen,Germany,"13,856",29.9,13%,56:44:00,37.0–41.8,27.4,26.9,60.7,46.2,62.7
601–800,South China Normal University,China,"33,133",18.9,3%,n/a,37.0–41.8,22.9,21.7,63.9,51.4,37.4
601–800,South Ural State University,Russian Federation,"15,354",11,11%,37 : 63,37.0–41.8,23.2,13.5,74.7,24.7,54.5
601–800,SRUC (Scotland’s Rural College),United Kingdom,"1,465",5.5,8%,64:36:00,37.0–41.8,25.3,12.8,79.3,26.9,64.8
601–800,University of Stavanger,Norway,"11,428",10.5,13%,58:42:00,37.0–41.8,24.7,15.6,66.6,30.2,74.4
601–800,Sultan Qaboos University,Oman,"7,512",9.2,4%,50:50:00,37.0–41.8,28.1,22.2,62.3,35.7,74
601–800,Sunway University,Malaysia,"4,350",8.1,14%,52:48:00,37.0–41.8,24.7,14.6,71.7,17.2,78.3
601–800,SUNY Binghamton University,United States,"18,976",22.1,8%,52:48:00,37.0–41.8,30.7,22,61.1,62.8,42.7
601–800,Tallinn University of Technology,Estonia,"8,521",11.4,14%,40 : 60,37.0–41.8,25.7,20.6,65.7,48.1,69.1
601–800,Tehran University of Medical Sciences,Iran,"11,742",6.2,12%,56:44:00,37.0–41.8,50,18.5,54.3,45.1,37.5
601–800,Universiti Tenaga Nasional (UNITEN),Malaysia,"4,300",9,19%,32 : 68,37.0–41.8,25.1,16.8,58,70.8,60.8
601–800,University of Texas at Arlington,United States,"40,412",31.9,11%,63:37:00,37.0–41.8,25.2,20.5,65.5,62.9,55
601–800,Texas Tech University,United States,"37,331",21.1,6%,50:50:00,37.0–41.8,30.7,20.9,56.9,58,58.9
601–800,Thapar Institute of Engineering and Technology,India,"10,647",15.1,1%,34 : 66,37.0–41.8,24.3,11.9,84.8,23,28.7
601–800,University of Toledo,United States,"16,199",17,9%,53:47:00,37.0–41.8,35.7,16.7,54.5,68.8,56.7
601–800,Ton Duc Thang University,Vietnam,"28,400",21.9,1%,57:43:00,37.0–41.8,12.9,16,90.6,20.9,63.1
601–800,Toronto Metropolitan University,Canada,"39,142",42.8,9%,55:45:00,37.0–41.8,19.5,32.3,57.3,70.3,62.1
601–800,University of Tuscia,Italy,"6,223",20,4%,52:48:00,37.0–41.8,21.4,22.6,77.3,54.9,43.2
601–800,University of Udine,Italy,"13,023",19.3,5%,55:45:00,37.0–41.8,28.5,20.2,73.1,61.1,41.8
601–800,Ulster University,United Kingdom,"19,825",20.1,10%,56:44:00,37.0–41.8,21.3,22.4,62,50.1,82.4
601–800,Umm Al-Qura University,Saudi Arabia,"35,180",9.6,7%,53:47:00,37.0–41.8,33.3,14.4,62.2,53.2,73.1
601–800,Paris Lodron Universität Salzburg,Austria,"6,307",10,35%,67:33:00,37.0–41.8,31.6,23.4,55,45.8,93.4
601–800,Urmia University of Medical Sciences,Iran,"4,556",12.4,5%,52:48:00,37.0–41.8,35.3,11.7,69.3,17.8,25.2
601–800,VIT University,India,"37,686",18.8,5%,30 : 70,37.0–41.8,27.9,15.6,68.3,28.9,46.2
601–800,University of Warsaw,Poland,"34,342",10.9,9%,62:38:00,37.0–41.8,33.1,29.9,55.6,37.1,45.6
601–800,University of the Western Cape,South Africa,"24,605",36.7,6%,61:39:00,37.0–41.8,22,23.8,59.3,22.6,65.7
601–800,University of the West of Scotland,United Kingdom,"14,005",24.6,25%,62:38:00,37.0–41.8,24.4,16,66.5,24.2,86.9
601–800,William & Mary,United States,"8,253",11.3,7%,57:43:00,37.0–41.8,38.4,21.7,62.2,37.1,39.1
601–800,University of Wolverhampton,United Kingdom,"15,115",16.7,28%,62:38:00,37.0–41.8,19.1,14.7,64.7,40.7,81.1
601–800,Worcester Polytechnic Institute,United States,"5,834",13,14%,38 : 62,37.0–41.8,30,22.1,61.2,61.8,57.2
601–800,Wroclaw Medical University,Poland,"8,014",10.9,14%,72:28:00,37.0–41.8,40.7,13.3,66.9,36.5,37.7
601–800,University of Wyoming,United States,"10,174",14.1,4%,52:48:00,37.0–41.8,35.9,20.3,62.1,58.6,37.7
601–800,Xi’an Jiaotong-Liverpool University,China,"19,535",19.9,4%,51:49:00,37.0–41.8,18.6,15.1,70.8,20.9,77.3
601–800,Xidian University,China,"37,660",15.3,1%,26 : 74,37.0–41.8,24.3,25,61,77.5,25.9
601–800,Yeungnam University,South Korea,"19,063",14.7,5%,50:50:00,37.0–41.8,24.1,18,66.8,47,54.9
601–800,Zhejiang Normal University,China,"28,884",12.2,5%,n/a,37.0–41.8,20.3,19,75.4,54.1,35.6
601–800,Zhengzhou University,China,"74,052",15.6,4%,48:52:00,37.0–41.8,18.7,19.8,82.5,35.8,25.2
801–1000,University of the Aegean,Greece,"20,139",63.5,1%,55:45:00,32.7–36.9,18.3,21.9,54.4,80,33.9
801–1000,Ahvaz Jundishapur University of Medical Sciences (AJUMS),Iran,"8,987",11.7,3%,67:33:00,32.7–36.9,38.1,10.7,58.1,20.1,21.8
801–1000,Al-Azhar University,Egypt,"269,733",22,9%,42:58:00,32.7–36.9,19.2,10.9,69.2,20.4,57.4
801–1000,University of Alcalá,Spain,"16,260",10.4,24%,59:41:00,32.7–36.9,27.8,15.1,55,41.9,64.4
801–1000,Alexandria University,Egypt,"205,777",28.7,4%,52:48:00,32.7–36.9,17.9,17.7,58.2,27.2,51.4
801–1000,University of Algarve,Portugal,"8,878",15,19%,56:44:00,32.7–36.9,18.5,19.5,52.3,25.3,66.4
801–1000,American University in Cairo,Egypt,"6,034",14.2,4%,58:42:00,32.7–36.9,26.7,24,51.1,23,70.3
801–1000,Amity University,India,"30,989",17.1,7%,52:48:00,32.7–36.9,23.6,14,62.3,20,31.1
801–1000,Amrita Vishwa Vidyapeetham,India,"22,085",11.8,5%,n/a,32.7–36.9,28.4,20.5,60.8,41.1,36.9
801–1000,"University of the Andes, Colombia",Colombia,"15,951",13.5,2%,45:55:00,32.7–36.9,24.4,19.6,48.4,28.5,60.8
801–1000,Arak University of Medical Sciences,Iran,"3,545",7.4,2%,55:45:00,32.7–36.9,31.7,10.2,66.4,18.9,21.2
801–1000,Aristotle University of Thessaloniki,Greece,"49,654",18.2,5%,58:42:00,32.7–36.9,22.3,16.8,66.3,52.7,38.1
801–1000,Arts et Métiers,France,"5,970",16.3,12%,0.806944444,32.7–36.9,31.1,19.5,35.2,67.7,67
801–1000,Aswan University,Egypt,"35,992",45.4,1%,51:49:00,32.7–36.9,16.7,12.1,75.6,18.4,50.4
801–1000,Athens University of Economics and Business,Greece,"10,477",53.7,5%,45:55:00,32.7–36.9,18.1,23.6,53.3,57.8,44.5
801–1000,Bahçeşehir University,Turkey,"18,795",47.9,22%,50:50:00,32.7–36.9,19.5,24.4,59.4,39.6,61.2
801–1000,Bahria University,Pakistan,"20,224",20.3,1%,45:55:00,32.7–36.9,14.2,9.7,77.3,16.2,48.7
801–1000,University of the Balearic Islands,Spain,"12,276",9.4,8%,60:40:00,32.7–36.9,26.8,15.1,56.4,32,58.1
801–1000,University of Belgrade,Serbia,"91,494",18.2,5%,62:38:00,32.7–36.9,21.3,27,49.4,34,42.3
801–1000,University of Bergamo,Italy,"21,846",54.8,7%,63:37:00,32.7–36.9,19.4,21.2,59.6,33.3,37.5
801–1000,"Birla Institute of Technology and Science, Pilani",India,"16,339",16.2,2%,0.888888889,32.7–36.9,23.7,17,67.4,31.7,25.1
801–1000,BRAC University,Bangladesh,"13,027",16.9,1%,43:57:00,32.7–36.9,14.8,12.3,71.1,15.7,42.2
801–1000,Université de Bretagne Occidentale,France,"23,163",33.1,11%,59:41:00,32.7–36.9,20.3,19.6,52,47.8,60.5
801–1000,University of Brighton,United Kingdom,"14,525",18,22%,60:40:00,32.7–36.9,19.8,16.5,53.9,60.9,84.4
801–1000,Bucharest University of Economic Studies,Romania,"23,419",16.3,4%,62:38:00,32.7–36.9,19.7,11.6,75.9,20.8,27.8
801–1000,Cairo University,Egypt,"202,915",30.9,5%,60:40:00,32.7–36.9,25,18.5,59.9,39.2,45.4
801–1000,University of Camerino (Unicam),Italy,"8,586",30.1,9%,52:48:00,32.7–36.9,18,17.6,58.6,60,53
801–1000,Carlos III University of Madrid,Spain,"18,722",11.2,12%,47:53:00,32.7–36.9,29.5,20.8,42.9,66.9,60
801–1000,University of Castilla-La Mancha,Spain,"23,045",12.8,7%,57:43:00,32.7–36.9,24.2,17.2,53.7,46.3,42
801–1000,Catholic University of Portugal,Portugal,"11,543",22.2,17%,62:38:00,32.7–36.9,19.6,18.7,64.4,25.6,55.7
801–1000,Changsha University of Science and Technology,China,"35,014",16,1%,36 : 64,32.7–36.9,16.8,13.5,76.5,41.6,27.9
801–1000,Chapman University,United States,"9,231",12,7%,61:39:00,32.7–36.9,36.9,14.7,48.1,59.2,46.8
801–1000,Charles Sturt University,Australia,"21,133",24.6,13%,63:37:00,32.7–36.9,18.5,17.9,55.1,58,66.3
801–1000,Institute of Chemical Technology,India,"2,550",17.2,0%,30 : 70,32.7–36.9,37.5,20.7,51,57.9,17.4
801–1000,Chengdu University,China,"24,154",16.3,2%,55:45:00,32.7–36.9,18.5,14.5,74.1,28.5,28.2
801–1000,Chiang Mai University,Thailand,"33,649",13.6,4%,61:39:00,32.7–36.9,28.5,19.1,46.3,58.1,39.5
801–1000,Chiba University,Japan,"13,832",8.9,6%,38 : 62,32.7–36.9,33.2,20.9,42,68.9,33.9
801–1000,University of Chile,Chile,"39,510",16.4,5%,51:49:00,32.7–36.9,25.9,19.8,50.5,57.4,52.9
801–1000,China University of Petroleum (East China),China,"29,292",17,2%,33 : 67,32.7–36.9,22.2,23,54.3,68.2,23.8
801–1000,Chonnam National University,South Korea,"22,051",17.7,7%,49:51:00,32.7–36.9,28.5,28.3,43.6,57.5,32.8
801–1000,Chungnam National University,South Korea,"20,334",19.8,4%,47:53:00,32.7–36.9,29.9,29.7,34.9,71.7,26
801–1000,Clarkson University,United States,"3,871",15.5,8%,34 : 66,32.7–36.9,29.9,18,41.2,67.4,63.3
801–1000,University of Clermont Auvergne,France,"37,049",21.2,15%,57:43:00,32.7–36.9,21.8,18.1,54.2,61.6,68.3
801–1000,University of la Costa,Colombia,"12,000",18.1,1%,42:58:00,32.7–36.9,13.2,10.7,74.2,16.3,54.9
801–1000,Covenant University,Nigeria,"8,940",17.5,0%,37 : 63,32.7–36.9,24.7,24.4,56.6,24.2,54.3
801–1000,CY Cergy Paris University,France,"16,082",19.5,26%,52:48:00,32.7–36.9,23.8,25.3,44.4,56.6,92.7
801–1000,Czech University of Life Sciences Prague (CZU),Czech Republic,"19,126",18.3,26%,50:50:00,32.7–36.9,20.1,15.4,50.8,50.2,76.4
801–1000,Damietta University,Egypt,"32,299",33.9,1%,63:37:00,32.7–36.9,16.4,9.4,73,17.4,46.1
801–1000,University of Delhi,India,"29,532",23.8,1%,48:52:00,32.7–36.9,40.4,24.2,39,40.5,23.3
801–1000,Delhi Technological University,India,"12,730",23.4,3%,0.970833333,32.7–36.9,16.9,20.1,76.7,28.5,19.7
801–1000,University of Deusto,Spain,"9,570",18.8,6%,57:43:00,32.7–36.9,22.5,23.2,54.3,36.6,42.3
801–1000,University of Dhaka,Bangladesh,"216,258",15.3,3%,50:50:00,32.7–36.9,17.5,10,68.8,18.1,48.5
801–1000,Eötvös Loránd University,Hungary,"30,414",17.8,11%,61:39:00,32.7–36.9,28.6,19.2,57.3,33.4,51.3
801–1000,Federal University of Minas Gerais,Brazil,"42,080",13.5,1%,53:47:00,32.7–36.9,40.2,23.3,43.3,50.8,33.4
801–1000,Universidade Federal de Santa Catarina,Brazil,"42,576",17.7,2%,49:51:00,32.7–36.9,32.5,21.6,41.6,64.2,35.3
801–1000,Universidade Federal de São Paulo (UNIFESP),Brazil,"19,803",11.3,1%,59:41:00,32.7–36.9,33.2,22.5,48.2,47.2,35.2
801–1000,Ferdowsi University of Mashhad,Iran,"25,009",30.5,11%,54:46:00,32.7–36.9,28.6,26.8,48.2,45.4,38.6
801–1000,Florida Atlantic University,United States,"25,031",19.8,6%,63:37:00,32.7–36.9,22.5,21.9,57.3,57.6,51.8
801–1000,Florida Institute of Technology,United States,"5,434",15.9,20%,42:58:00,32.7–36.9,29,16.4,45.2,54.8,80.4
801–1000,University of the Free State,South Africa,"33,247",35.6,2%,63:37:00,32.7–36.9,22.4,18.7,56.4,26.9,51.7
801–1000,Fuzhou University,China,"42,106",17.4,1%,39 : 61,32.7–36.9,18.9,16.5,71.5,53.2,36.7
801–1000,University of Girona,Spain,"14,158",21,14%,58:42:00,32.7–36.9,20.8,22.4,56.3,55,56.8
801–1000,University of Gloucestershire,United Kingdom,"6,880",17,12%,59:41:00,32.7–36.9,17.4,14,57.6,34.5,65.7
801–1000,Gorgan University of Agricultural Sciences and Natural Resources,Iran,"3,980",21.5,1%,50:50:00,32.7–36.9,15.8,11.3,78,34.2,35.7
801–1000,Guangzhou University,China,"37,527",17.5,0%,60:40:00,32.7–36.9,19.4,12.7,77.1,22.4,35.9
801–1000,Guangzhou Medical University,China,"14,728",1.7,2%,58:42:00,32.7–36.9,24.2,10.2,72.5,26.6,28.5
801–1000,Guilan University of Medical Sciences,Iran,"5,472",11.5,1%,53:47:00,32.7–36.9,38.2,10.4,63.7,16.6,21.9
801–1000,Harbin Engineering University,China,"33,528",19.8,2%,0.970833333,32.7–36.9,28.1,30.6,43.6,64.9,24.4
801–1000,Hazara University Mansehra,Pakistan,"11,056",21.3,0%,54:46:00,32.7–36.9,27.1,10.7,70.9,16.7,49
801–1000,Howard University,United States,"10,199",9.7,5%,71:29:00,32.7–36.9,48,18.8,41.6,39.8,39.3
801–1000,University of Ibadan,Nigeria,"41,269",19.7,0%,50:50:00,32.7–36.9,27.6,14.4,59.3,24.4,41
801–1000,Ilam University of Medical Sciences,Iran,"2,854",13.2,5%,52:48:00,32.7–36.9,30.8,12,65.7,17.2,23.4
801–1000,"Indian Institute of Science Education and Research, Pune",India,"1,654",11.1,0%,31 : 69,32.7–36.9,42.9,25.1,35.7,25.4,38.9
801–1000,Indian Institute of Technology Gandhinagar,India,"1,848",14.9,0%,28 : 72,32.7–36.9,41.1,27.2,39,26.5,29.6
801–1000,University of Indonesia,Indonesia,"41,222",7.9,14%,70:30:00,32.7–36.9,45.5,23.1,29.2,51.9,60.3
801–1000,Indraprastha Institute of Information Technology Delhi,India,"2,714",23.4,5%,0.929861111,32.7–36.9,22.8,16,66.2,57.8,44.6
801–1000,Inha University,South Korea,"16,035",19.2,8%,42:58:00,32.7–36.9,31.2,27.2,41.7,83.9,38.8
801–1000,Universitat Internacional de Catalunya,Spain,"5,121",12.9,27%,64:36:00,32.7–36.9,22.8,17.6,57,21.2,65.9
801–1000,"International Islamic University, Islamabad",Pakistan,"23,650",21.8,7%,54:46:00,32.7–36.9,17.3,11.2,72.7,17.6,60
801–1000,Isfahan University of Medical Sciences,Iran,"10,944",10.2,3%,60:40:00,32.7–36.9,45.6,13.6,47,25.6,25.4
801–1000,Islamia College Peshawar,Pakistan,"6,738",24.4,3%,27 : 73,32.7–36.9,21.4,11.1,62.9,17.1,55.6
801–1000,University of Jaén,Spain,"13,321",16.1,7%,57:43:00,32.7–36.9,20.7,18.8,64.2,41,45.4
801–1000,Jahangirnagar University,Bangladesh,"12,649",17.3,0%,49:51:00,32.7–36.9,24.1,8.9,71.9,19.5,49.7
801–1000,Jaume I University,Spain,"12,194",15.2,10%,59:41:00,32.7–36.9,23,20.5,56.5,47.7,45.7
801–1000,Jawaharlal Nehru Technological University Anantapur (JNTUA),India,"6,175",18.1,0%,41:59:00,32.7–36.9,28.9,14.1,60.7,17.5,19.6
801–1000,Jaypee University of Information Technology,India,"1,851",18.5,2%,27 : 73,32.7–36.9,23.2,16.5,70.6,22.5,23.8
801–1000,Jazan University,Saudi Arabia,"23,176",12.4,4%,60:40:00,32.7–36.9,21,9.9,67.3,19.4,77.4
801–1000,Jeonbuk National University,South Korea,"20,118",19.6,7%,46:54:00,32.7–36.9,30.2,27.3,45,68.1,34.1
801–1000,Jiangnan University,China,"31,018",12.9,1%,n/a,32.7–36.9,24.7,22.4,60.2,76.6,24
801–1000,Jordan University of Science and Technology,Jordan,"21,161",13.3,17%,56:44:00,32.7–36.9,19.8,13.6,67.3,40.8,61.1
801–1000,JSS Academy of Higher Education and Research,India,"8,315",9.5,8%,58:42:00,32.7–36.9,39.7,10.6,51.9,22,51.8
801–1000,Kafrelsheikh University,Egypt,"72,606",28.7,2%,48:52:00,32.7–36.9,14.7,9.1,76.2,20,51.9
801–1000,Kalasalingam Academy of Research and Education,India,"8,049",7.5,4%,55:45:00,32.7–36.9,29.1,8.9,74.8,19.9,30.3
801–1000,Kaohsiung Medical University,Taiwan,"6,528",12.2,5%,59:41:00,32.7–36.9,26.4,26.1,44,81.3,28.7
801–1000,Kazan Federal University,Russian Federation,"22,464",10.8,33%,67:33:00,32.7–36.9,44.7,21.7,32.3,42.6,69.2
801–1000,King Faisal University,Saudi Arabia,"29,628",14.5,2%,60:40:00,32.7–36.9,19.9,12.2,68,31.4,75.5
801–1000,King Mongkut’s University of Technology Thonburi,Thailand,"15,075",20.4,4%,45:55:00,32.7–36.9,21.5,22.1,59.5,71,43.3
801–1000,Kingston University,United Kingdom,"14,660",18.9,40%,59:41:00,32.7–36.9,20,15.3,53.2,52.2,91.3
801–1000,K.N. Toosi University of Technology,Iran,"8,727",23.1,1%,34 : 66,32.7–36.9,22.6,21,60.2,34.8,35.7
801–1000,Kore University of Enna,Italy,"5,052",16,1%,68:32:00,32.7–36.9,18,12.3,71.3,40.9,37.3
801–1000,Kumamoto University,Japan,"9,384",9.8,6%,39 : 61,32.7–36.9,33.6,19.6,40.9,77.5,36.5
801–1000,University of Kurdistan,Iran,"12,714",32.2,4%,54:46:00,32.7–36.9,16.8,14.7,70.8,19,35.9
801–1000,Kyoto Prefectural University of Medicine,Japan,"1,376",3.2,1%,47:53:00,32.7–36.9,33.6,16,47.8,68.2,20.1
801–1000,University of Lahore,Pakistan,"26,010",13.5,2%,38 : 62,32.7–36.9,17.6,10.2,68.8,20.3,52.6
801–1000,Lahore University of Management Sciences,Pakistan,"4,735",14.2,2%,43:57:00,32.7–36.9,23.3,16.7,60.2,43.1,53
801–1000,Lakehead University,Canada,"8,434",25,19%,56:44:00,32.7–36.9,17.6,24,51.4,48.7,59.2
801–1000,Lebanese University,Lebanon,"46,704",14.6,16%,70:30:00,32.7–36.9,42.8,22.3,23.6,17.7,78.8
801–1000,Leeds Beckett University,United Kingdom,"20,360",21.9,15%,54:46:00,32.7–36.9,17.7,16.2,65,49.9,67.3
801–1000,Lithuanian University of Health Sciences,Lithuania,"6,376",9.2,23%,74:26:00,32.7–36.9,27.1,12.6,55.5,25.5,52.9
801–1000,University of Ljubljana,Slovenia,"40,607",13.8,9%,60:40:00,32.7–36.9,24.5,20.1,54.6,69.8,42.4
801–1000,University of Lleida,Spain,"9,474",16.1,10%,59:41:00,32.7–36.9,23.5,20.1,58.2,57.3,45.4
801–1000,Lovely Professional University,India,"34,961",14.7,7%,25 : 75,32.7–36.9,21.5,12.8,73.7,17.5,43.4
801–1000,Makerere University,Uganda,"29,510",19.2,3%,46:54:00,32.7–36.9,23.4,25.3,39.6,52.1,68.1
801–1000,University of Malakand,Pakistan,"8,339",32.1,1%,26 : 74,32.7–36.9,16.8,14,74.1,26.7,49.2
801–1000,University of Malta,Malta,"10,056",12.3,14%,59:41:00,32.7–36.9,23.4,16.2,60.6,20.5,53.8
801–1000,University of Management and Technology,Pakistan,"23,418",22.4,2%,50:50:00,32.7–36.9,13.8,10.4,80.4,19.1,51.3
